Bioguide_ID,Name,Gender,Party,Born,Number_of_House_Terms,District,TBIP_Floor_Speeches,Standardized_Speech_Ideal_Point
C001097,Tony Cardenas,M,Democrat,1963,3,CA-29,-0.313867182,-1.213278174
C001101,Katherine Clark,F,Democrat,1963,3,MA-05,-0.421002746,-1.581560731
C001103,"Earl ""Buddy"" Carter",M,Republican,1957,2,GA-01,0.30595541,0.917385399
C001105,Barbara Comstock,F,Republican,1959,2,VA-10,0.258137882,0.753010869
C001106,Ryan Costello,M,Republican,1976,2,PA-06,0.183678284,0.497053236
C001107,Carlos Curbelo,M,Republican,1980,2,FL-26,0.068781525,0.102091245
C001108,James Comer Jr.,M,Republican,1972,2,KY-01,0.617108822,1.986986995
C001109,Liz Cheney,F,Republican,1966,1,WY-AL,0.268474936,0.788544893
C001110,Lou Correa,M,Democrat,1958,1,CA-46,-0.198623896,-0.817125022
C001111,Charlie Crist,M,Democrat,1956,1,FL-13,-0.150767788,-0.652617812
C001112,Salud Carbajal,M,Democrat,1964,1,CA-24,-0.327738702,-1.260962009
C001114,John Curtis (Utah),M,Republican,1960,1,UT-03,0.318922788,0.961961269
D000096,Danny K. Davis,M,Democrat,1941,11,IL-07,-0.32024309,-1.235195637
D000191,Peter DeFazio,M,Democrat,1947,16,OR-04,-0.173650682,-0.731278658
D000197,Diana DeGette,F,Democrat,1957,11,CO-01,-0.178115129,-0.746625364
D000216,Rosa DeLauro,F,Democrat,1943,14,CT-03,-0.526339054,-1.943658233
D000399,Lloyd Doggett,M,Democrat,1946,12,TX-35,-0.440579891,-1.648857951
D000482,Michael F. Doyle,M,Democrat,1953,12,PA-14,-0.133630455,-0.593707621
D000533,Jimmy Duncan (politician),M,Republican,1947,16,TN-02,0.009685685,-0.10105294
D000598,Susan Davis (politician),F,Democrat,1944,9,CA-53,-0.367432594,-1.397411346
D000600,Mario Diaz-Balart,M,Republican,1961,8,FL-25,0.034701258,-0.015060958
D000604,Charles W. Dent,M,Republican,1960,7,PA-15,0.008779953,-0.104166418
D000610,Theodore E. Deutch,M,Democrat,1966,5,FL-22,-0.260519594,-1.029893875
D000612,Jeff Denham,M,Republican,1967,4,CA-10,0.275024056,0.811057746
D000614,Sean Duffy,M,Republican,1971,5,WI-07,0.061163485,0.075903945
D000615,Jeff Duncan,M,Republican,1966,4,SC-03,0.22430566,0.636711299
D000616,Scott DesJarlais,M,Republican,1964,4,TN-04,0.332721919,1.009396315
D000617,Suzan DelBene,F,Democrat,1962,4,WA-01,-0.333363205,-1.280296445
D000619,Rodney Davis (Illinois),M,Republican,1970,3,IL-13,0.284477055,0.843552768
D000620,John Delaney,M,Democrat,1963,3,MD-06,-0.173366934,-0.730303228
D000621,Ron DeSantis,M,Republican,1978,3,FL-06,0.289120078,0.859513342
D000623,Mark DeSaulnier,M,Democrat,1952,2,CA-11,0.031843223,-0.024885561
D000624,Debbie Dingell,F,Democrat,1953,2,MI-12,-0.152142346,-0.657342911
D000625,Daniel Donovan (New York),M,Republican,1956,2,NY-11,0.412993044,1.285331368
D000626,Warren Davidson,M,Republican,1970,2,OH-08,0.179402456,0.482354909
D000627,Val Demings,F,Democrat,1957,1,FL-10,-0.351769835,-1.343569994
D000628,Neal Dunn,M,Republican,1953,1,FL-02,0.523907721,1.666604757
E000179,Eliot Engel,M,Democrat,1947,15,NY-16,-0.144327909,-0.630480528
E000215,Anna Eshoo,F,Democrat,1942,13,CA-18,-0.34107393,-1.306802392
E000288,Keith Ellison,M,Democrat,1963,6,MN-05,-0.314672172,-1.21604538
E000293,Elizabeth Esty,F,Democrat,1959,3,CT-05,-0.104902551,-0.494954288
E000294,Tom Emmer,M,Republican,1961,2,MN-06,0.422477126,1.317933202
E000296,Dwight Evans,M,Democrat,1954,2,PA-02,-0.429628938,-1.611213565
E000297,Adriano Espaillat,M,Democrat,1954,1,NY-13,-0.311842173,-1.206317067
E000298,Ron Estes (U.S. House representative),M,Republican,1956,1,KS-04,0.280912399,0.831299126
F000372,Rodney Frelinghuysen,M,Republican,1946,12,NJ-11,0.273082644,0.804384053
F000448,Trent Franks,M,Republican,1957,8,AZ-08,0.284211963,0.842641473
F000449,Jeff Fortenberry,M,Republican,1960,7,NE-01,0.058900069,0.06812337
F000450,Virginia Foxx,F,Republican,1943,7,NC-05,0.250849903,0.727958143
F000454,Bill Foster,M,Democrat,1955,5,IL-11,-0.089229867,-0.441078871
F000455,Marcia L. Fudge,F,Democrat,1952,6,OH-11,-0.240310133,-0.960423052
F000459,Charles Fleischmann,M,Republican,1962,4,TN-03,0.211717486,0.593438983
F000460,Blake Farenthold,M,Republican,1961,4,TX-27,0.440650702,1.380405545
F000461,Bill Flores,M,Republican,1954,4,TX-17,0.287100613,0.852571309
F000462,Lois Frankel,F,Democrat,1948,3,FL-21,-0.327458829,-1.25999999
F000464,John Faso,M,Republican,1952,1,NY-19,0.15079999,0.384032816
F000465,Drew Ferguson,M,Republican,1966,1,GA-03,0.466946453,1.470798254
F000466,Brian Fitzpatrick,M,Republican,1973,1,PA-08,0.282463372,0.836630642
G000289,Bob Goodlatte,M,Republican,1952,13,VA-06,0.241473183,0.695725381
G000377,Kay Granger,F,Republican,1943,11,TX-12,0.200392053,0.554507434
G000410,Gene Green,M,Democrat,1947,13,TX-29,-0.251491308,-0.99885875
G000535,Luis V. Gutierrez,M,Democrat,1953,13,IL-04,-0.298547149,-1.160614967
G000546,Sam Graves,M,Republican,1963,9,MO-06,0.506638825,1.607242227
G000551,Raul Grijalva,M,Democrat,1948,8,AZ-03,-0.304590881,-1.181390524
G000552,Louie Gohmert,M,Republican,1953,7,TX-01,0.12973927,0.311635792
G000553,Al Green,M,Democrat,1947,7,TX-09,-0.246501759,-0.981706917
G000558,Brett Guthrie,M,Republican,1964,5,KY-02,0.288650483,0.85789907
G000559,John Garamendi,M,Democrat,1945,5,CA-03,-0.217626527,-0.882447243
G000560,Tom Graves,M,Republican,1970,5,GA-14,0.320494831,0.967365205
G000563,Bob Gibbs,M,Republican,1954,4,OH-07,0.174222916,0.464549989
G000565,Paul Gosar,M,Republican,1958,4,AZ-04,0.313147515,0.942108572
G000568,Morgan Griffith,M,Republican,1958,4,VA-09,0.167869687,0.442710519
G000571,Tulsi Gabbard,F,Democrat,1981,3,HI-02,-0.123869501,-0.560153961
G000574,Ruben Gallego,M,Democrat,1979,2,AZ-07,-0.25941968,-1.026112795
G000576,Glenn Grothman,M,Republican,1955,2,WI-06,0.106772199,0.232685626
G000577,Daddy Graves,M,Republican,1972,2,LA-06,0.018949894,-0.069206864
G000578,Matt Gaetz,M,Republican,1982,1,FL-01,0.169702753,0.449011803
G000579,Michael Gallagher (Wisconsin),M,Republican,1984,1,WI-08,0.175966993,0.470545381
G000580,Tom Garrett (Virginia politician),M,Republican,1972,1,VA-05,0.174716398,0.466246396
G000581,Vicente Gonzalez Jr.,M,Democrat,1967,1,TX-15,-0.036490649,-0.259785831
G000582,Jenniffer González-Colón,F,Republican,1976,1,PR-AL,-0.002324651,-0.142338917
G000583,Josh Gottheimer,M,Democrat,1975,1,NJ-05,0.049166646,0.034664359
G000584,Greg Gianforte,M,Republican,1961,1,MT-AL,0.583424032,1.871194243
G000585,Jimmy Gomez,M,Democrat,1974,1,CA-34,-0.306301653,-1.187271357
H000324,Alcee L. Hastings,M,Democrat,1936,13,FL-20,-0.403305143,-1.520724535
H000874,Steny Hoyer,M,Democrat,1939,19,MD-05,-0.32283476,-1.244104505
H001036,Jeb Hensarling,M,Republican,1957,8,TX-05,0.475377738,1.499781013
H001038,Brian Higgins,M,Democrat,1959,7,NY-26,-0.387141377,-1.465160966
H001045,Gregg Harper,M,Republican,1956,5,MS-03,-0.158258647,-0.678367972
H001047,Jim Himes,M,Democrat,1966,5,CT-04,-0.080752581,-0.411937892
H001048,Duncan Hunter,M,Republican,1976,5,CA-50,0.229845658,0.655755341
H001050,Colleen Hanabusa,F,Democrat,1951,4,HI-01,0.123703815,0.290888697
H001052,Andrew Harris,M,Republican,1957,4,MD-01,0.243577465,0.702958941
H001053,Vicky Hartzler,F,Republican,1960,4,MO-04,0.281643122,0.833810985
H001056,Jaime Herrera Beutler,F,Republican,1978,4,WA-03,0.056128178,0.05859489
H001058,Bill Huizenga,M,Republican,1969,4,MI-02,0.340428472,1.035887837
H001059,Randy Hultgren,M,Republican,1966,4,IL-14,0.441252619,1.382474661
H001064,Denny Heck,M,Democrat,1952,3,WA-10,-0.08469858,-0.425502419
H001065,George E.B. Holding,M,Republican,1968,3,NC-02,0.152164519,0.388723433
H001067,Richard Hudson,M,Republican,1971,3,NC-08,0.357527941,1.094667912
H001068,Jared Huffman,M,Democrat,1964,3,CA-02,-0.185465172,-0.771891356
H001071,Jody Hice,M,Republican,1960,2,GA-10,0.306101948,0.917889118
H001072,French Hill,M,Republican,1956,2,AR-02,0.307216793,0.921721458
H001073,Will Hurd,M,Republican,1977,2,TX-23,0.259427905,0.757445335
H001074,Trey Hollingsworth,M,Republican,1983,1,IN-09,0.375602961,1.156801462
H001077,Clay Higgins,M,Republican,1961,1,LA-03,0.425415933,1.328035474
H001078,Karen Handel,F,Republican,1962,1,GA-06,0.352482498,1.077324033
I000056,Darrell Issa,M,Republican,1953,9,CA-49,0.220622182,0.624049246
J000032,Sheila Jackson Lee,F,Democrat,1950,12,TX-18,-0.25667417,-1.016674995
J000126,Eddie Bernice Johnson,F,Democrat,1935,13,TX-30,-0.155653983,-0.669414341
J000174,Sam Johnson,M,Republican,1930,14,TX-03,0.2576904,0.751472592
J000288,"Henry C. Johnson, Jr.",M,Democrat,1954,6,GA-04,-0.136575788,-0.603832304
J000290,Lynn Jenkins,F,Republican,1963,5,KS-02,0.235238358,0.674292922
J000292,Bill Johnson (Ohio),M,Republican,1954,4,OH-06,0.261113375,0.763239205
J000294,Hakeem Jeffries,M,Democrat,1970,3,NY-08,-0.601852715,-2.203239202
J000297,Evan Jenkins (politician),M,Republican,1960,2,WV-03,0.255487859,0.743901312
J000298,Pramila Jayapal,F,Democrat,1965,1,WA-07,-0.367364913,-1.39717865
J000299,Mike Johnson (Louisiana),M,Republican,1972,1,LA-04,0.346883148,1.058076024
K000009,Marcy Kaptur,F,Democrat,1946,18,OH-09,-0.242974401,-0.969581544
