name,nonwhite,district_percent_white,maj_min,standardized_vote_ideal_point,k_std_speech_ip,k_std_tweet_ip,feb_rank_vote,feb_rank_speech,feb_rank_tweet,bioguide_id,party,vote_ip_rank,kspeech_ip_rank,ktweet_ip_rank,k_vote_speech_gap,k_vote_tweet_gap,k_vote_speech_catgap,k_vote_tweet_catgap,gop,female,number_of_house_terms,rlvthouse,trump16,suburban,urban,district_unemployment_rate,allfreedom_v2,allprog_v2,allbluedog_v2,allnewdems_v2,allgoplead_v2,alldemlead_v2,allcmtechair_v2,alltopcmte_v2,tbip_floor_speeches,speech_ip_rank,allgoplead,alldemlead,allcmtechair,alltopcmte,var41,var42,allprobsolve_v2,allrsc_v2,allprog,allnewdems,allbluedog,allprobsolve,allrsc,allfreedom,present_cong115,present_cong116,born,district,dem,gender,black,hispanic,asianamer,house2016,house2016new,house2018,house2018new,clinton16,district_density,distict_density_sub,district_percent_female,district_percent_male,district_percent_senior,district_median_age,district_percent_black,district_percent_asian,district_percent_hispanic,district_percent_americanindian,district_mean_income,district_mean_minus_national_mea,district_median_income,district_median_minus_national_m,dwnominate_1,dwnominate_2,tbip_tweets,k_speech_tweet_gap,progressive_caucus_cong115,newdems_caucus_cong115,bluedog_caucus_cong115,problemsolvers_caucus_cong115,rsc_caucus_cong115,freedom_caucus_cong115,gop_leadership_cong115,dem_leadership_cong115,committeechair_cong115,topcommittee_cong115,progressive_caucus_cong116,newdems_caucus_cong116,bluedog_caucus_cong116,problemsolvers_caucus_cong116,rsc_caucus_cong116,freedom_caucus_cong116,gop_leadership_cong116,dem_leadership_cong116,committeechair_cong116,topcommittee_cong116,new116,rural,xgopfemale,xgopnonwhite,xgoprlvthouse,xgopterms,xgoptrump,xgopsuburban,xgopurban,xgoppercentwhite,xgopunemployment,xgopprobsolv,xgopcmtechair,xgoptopcmte,xgoprsc,xgopfreedom,xgopprog,xgopbluedog,xgopnewdems,xgopgoplead,xgopdemlead,k_vote_tweet_abscatgap,k_vote_speech_catgap_invert,k_vote_tweet_catgap_invert,k_vote_speech_gap_invert,k_vote_tweet_gap_invert,feb_gap_VS,feb_gap_VT,feb_gapcat_VS,feb_gapcat_VS_invert,feb_gapcat_VT_invert,minfemale,maj_black,maj_hispanic,maj_asian,demographic_sum,x_majmin_nonwhite,x_majblack_black,x_majhisp_hisp,x_female_majmin,x_female_majblack,x_female_majhisp
Al Green,1,34.5,1,-1.13106,-1.59468,-0.609951,107,16,180,G000553,Democrat,114,17,180,97,-66,2,-1,0,0,8,89.0556,18,0,1,4.1,0,0,0,0,0,0,0,0,-0.394066,8,0,0,0,0,G000553,Al Green,0,0,0,0,0,0,0,0,1,1,1947,TX-09,1,M,1,0,0,84.4122,0,89.0556,89.0556,79.3,Urban-suburban mix,Urban,50.76,49.24,2.75,34.4,39,12.1,38,0.3,64526,-27798,49147,-16565,-0.438,0.316,-0.115573,-163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,-97,66,91,-73,91,-2,1,0,0,0,0,123.9,1,0,0,0,0,0
Alfred Lawson,1,44.5,1,-0.959441,-0.700083,-0.570801,159,151,186,L000586,Democrat,166,156,186,10,-20,0,0,0,0,2,66.7812,35.9,1,0,3.8,0,0,0,1,0,0,0,0,-0.141546,120,0,0,0,1,L000586,Alfred Lawson,0,0,0,0,0,0,0,0,1,1,1948,FL-05,1,M,1,0,0,65.4354,0,66.7812,66.7812,61.3,Sparse suburban,Suburban,49.65,50.35,1.42,34.7,47.1,2.4,9.7,0.4,57188,-35136,43667,-22045,-0.256,0.092,-0.102014,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,20,8,-27,8,0,0,0,0,0,0,104.1,1,0,0,0,0,0
Lucy McBath,1,66.7,0,-0.634043,-1.70251,-0.471275,216,7,191,M001208,Democrat,226,8,191,218,35,4,0,0,1,1,50.5148,48.3,1,0,2.7,0,0,0,1,0,0,0,0,-0.424505,6,0,0,0,0,M001208,Lucy McBath,0,0,0,0,0,0,0,0,0,1,1960,GA-06,1,F,1,0,0,,0,50.5148,50.5148,46.8,Dense suburban,Suburban,50.64,49.36,1.03,39.2,13.8,11.7,12.2,1.4,138057,45733,100110,34398,-0.241,0.288,-0.067544,-183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,-218,-35,209,25,209,-4,0,1,0,0,0,105.8,0,0,0,0,0,0
Bennie Thompson,1,30.6,1,-1.1226,-0.648298,-0.453959,111,156,192,T000193,Democrat,118,161,193,-43,-75,0,-1,0,0,14,71.7868,35.1,0,0,5.1,0,1,0,0,0,1,1,0,-0.126929,93,0,0,0,1,T000193,Bennie Thompson,0,0,0,0,0,0,0,0,1,1,1948,MS-02,1,M,1,0,0,69.1458,0,71.7868,71.7868,63.6,Pure rural,Rural,49.31,50.69,1.73,37.4,67,0.5,1.9,0.5,54809,-37515,37372,-28340,-0.515,0.399,-0.061547,-32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,43,75,-45,-81,-45,1,1,0,1,0,0,100.5,1,1,0,0,0,0
Filemon Vela,1,91.7,0,-0.87006,0.300373,-0.41775,166,255,199,V000132,Democrat,174,264,201,-90,-27,-2,0,0,0,4,59.989,37.7,0,0,2.8,0,0,1,0,0,0,0,0,0.140855,169,0,0,0,0,V000132,Filemon Vela,0,0,1,0,0,0,0,0,1,1,1963,TX-34,1,M,1,0,0,61.4339,0,59.989,59.989,59.2,Rural-suburban mix,Rural,50.92,49.08,0.66,32.5,1.4,0.5,84.5,0.3,58810,-33514,42092,-23620,-0.313,0.42,-0.049006,63,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,90,27,-89,-33,-89,2,0,0,0,1,0,178.4,0,0,0,0,0,0
Cedric Richmond,1,31.4,1,-1.09669,-0.353677,-0.177413,127,194,212,R000588,Democrat,134,199,217,-65,-83,-1,-1,0,0,5,80.5917,22.2,1,0,4.8,0,0,0,1,0,0,0,1,-0.043765,121,0,0,0,0,R000588,Cedric Richmond,0,0,1,1,0,0,0,0,1,1,1973,LA-02,1,M,1,0,0,43.576,0,80.5917,80.5917,74.6,Dense suburban,Suburban,48.54,51.46,2.15,37.6,61.5,2.6,6.6,0.4,65377,-26947,44124,-21588,-0.482,0.326,0.034233,-18,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,65,83,-67,-85,-67,1,1,0,1,0,0,102.5,1,1,0,0,0,0
David Scott (Georgia),1,29,1,-1.05406,-0.148009,0.103562,141,211,228,S001157,Democrat,148,217,236,-69,-88,-1,-1,0,0,9,76.1844,26.6,1,0,3.6,0,0,1,1,0,0,0,0,0.014289,140,0,0,0,0,S001157,David Scott (Georgia),0,0,1,0,0,0,0,0,1,1,1945,GA-13,1,M,1,0,0,87.2176,0,76.1844,76.1844,71,Sparse suburban,Suburban,51.68,48.32,2.32,35,61.6,2.7,11.9,0.2,82253,-10071,66203,491,-0.301,0.163,0.131547,-19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,69,88,-70,-87,-70,1,1,0,1,0,0,105.4,1,1,0,0,0,0
Sanford Bishop Jr.,1,41.6,1,-0.878863,-0.563228,0.127407,165,165,230,B000490,Democrat,173,170,238,3,-65,0,-1,0,0,14,59.6493,43.3,0,0,5.1,0,0,1,0,0,0,0,1,-0.102916,132,0,0,0,0,B000490,Sanford Bishop Jr.,0,0,0,0,0,0,0,0,1,1,1947,GA-02,1,M,1,0,0,60.4621,0,59.6493,59.6493,55,Rural-suburban mix,Rural,49.29,50.71,1.22,37.3,52.8,1,5.2,0.3,58084,-34240,39728,-25984,-0.282,0.465,0.139805,-68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-3,65,0,-65,0,0,1,0,1,0,0,100.9,1,1,0,0,0,0
Antonio Delgado (New York),1,87.1,0,-0.648668,0.317547,0.249173,213,256,236,D000630,Democrat,223,265,245,-42,-22,0,0,0,0,1,47.0794,50.8,0,0,2.2,0,1,0,0,0,0,0,0,0.145703,216,0,1,1,0,D000630,Antonio Delgado (New York),0,0,1,0,0,0,0,0,0,1,1977,NY-19,1,M,1,1,0,,0,47.0794,47.0794,44,Pure rural,Rural,50.43,49.57,0.65,45.4,4.9,1.6,8.4,0.3,90080,-2244,67004,1292,-0.183,0.117,0.181978,20,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,22,-43,-23,-43,0,0,0,0,0,0,102.3,0,0,0,0,0,0
Carolyn B. Maloney,0,71,0,-1.14975,-0.927708,-2.12944,88,118,1,M000087,Democrat,94,121,1,-27,93,0,2,0,1,14,81.7296,13.5,0,1,2,0,1,0,1,0,0,1,0,-0.205799,61,0,0,0,0,M000087,Carolyn B. Maloney,0,0,1,0,0,0,0,0,1,1,1946,NY-12,1,F,0,0,0,77.2842,0,81.7296,81.7296,83.3,Pure urban,Urban,51.78,48.22,1.36,36.2,5.4,15.5,14.4,0.1,191497,99173,124502,58790,-0.387,-0.278,-0.641838,120,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-2,27,-93,-30,87,-30,0,-1,0,0,0,0,106.4,0,0,0,0,0,0
Eliot Engel,0,44.4,1,-1.16537,-1.10345,-1.79502,73,81,3,E000179,Democrat,79,84,3,-5,76,0,1,0,0,16,94.2511,22.5,0,1,3.5,0,0,0,1,0,1,1,1,-0.255407,35,0,0,0,0,E000179,Eliot Engel,0,0,0,0,0,0,0,0,1,1,1947,NY-16,1,M,0,0,0,78.9162,0,94.2511,94.2511,75.1,Pure urban,Urban,51.36,48.64,2.08,40.4,32,5.1,28.1,0.7,124043,31719,74799,9087,-0.408,-0.091,-0.526014,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,5,-76,-8,70,-8,0,-1,0,0,0,0,110.3,0,0,0,0,0,0
Luis V. Gutierrez,1,59.9,0,-1.71233,-1.18717,-1.73541,1,67,4,G000535,Democrat,1,70,4,-69,-3,-1,0,0,0,13,93.3941,13.2,0,1,6.1,0,1,0,0,0,0,0,0,-0.279039,1,0,0,0,0,G000535,Luis V. Gutierrez,0,0,0,0,0,0,0,0,1,0,1953,IL-04,1,M,0,1,0,93.3941,93.3941,,0,82.1,Pure urban,Urban,49.72,50.28,13.21,33.9,4.1,3.5,67.7,0.5,75781,-12083,55305,-6632,-0.487,-0.26,-0.505366,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69,3,-66,-3,-66,1,0,0,0,1,0,135.7,0,0,1,0,0,0
Alexandria Ocasio-Cortez,1,41.4,1,-0.718032,-1.37432,-1.67999,198,43,5,O000172,Democrat,207,44,5,163,202,3,4,0,1,1,78.1267,19.8,0,1,3.1,0,1,0,0,0,0,0,0,-0.331865,40,0,0,0,0,O000172,Alexandria Ocasio-Cortez,0,0,1,0,0,0,0,0,0,1,1989,NY-14,1,F,0,1,0,,0,78.1267,78.1267,77.7,Pure urban,Urban,49.14,50.86,1.99,37.8,10.5,17.8,49.9,0.6,84981,-7343,66749,1037,-0.242,-0.97,-0.486175,39,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,-4,-163,-202,155,193,155,-3,-4,1,0,0,0,120.2,1,0,0,1,0,0
Katherine Clark,0,73.8,0,-1.18539,-1.8329,-1.56324,53,4,8,C001101,Democrat,58,5,8,53,50,1,1,0,1,4,75.8833,25.7,0,1,2.2,0,1,0,0,0,1,0,1,-0.461312,2,0,0,0,0,C001101,Katherine Clark,0,0,0,0,0,0,1,0,1,1,1963,MA-05,1,F,0,0,0,74.8945,0,75.8833,75.8833,69.3,Urban-suburban mix,Urban,51.32,48.68,1.02,38.2,5.6,13.4,10,0.2,144700,52376,106311,40599,-0.488,-0.386,-0.445737,-3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-53,-50,49,45,49,-1,-1,0,0,0,0,103,0,0,0,0,0,0
Raul M. Grijalva,1,74.5,0,-1.33342,-0.552312,-1.54752,14,170,9,G000551,Democrat,18,175,9,-157,9,-3,0,0,0,9,63.8655,32.5,1,0,4.8,0,1,0,0,0,1,1,0,-0.099835,10,0,0,0,0,G000551,Raul M. Grijalva,0,0,1,0,0,0,0,0,1,1,1948,AZ-03,1,M,0,1,0,79.7521,0,63.8655,63.8655,62.4,Dense suburban,Suburban,50.56,49.44,0.92,32.1,4.4,1.7,65.1,4.6,66621,-25703,54583,-11129,-0.599,-0.252,-0.440293,166,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,157,-9,-156,5,-156,3,0,0,0,1,0,150.3,0,0,1,0,0,0
Jesus Garcia,1,58.1,0,-0.802645,-1.63851,-1.45515,184,14,12,G000586,Democrat,192,15,12,177,180,4,4,0,0,1,86.5852,13.2,0,1,3.3,0,1,0,0,0,0,0,0,-0.40644,10,0,0,0,1,G000586,Jesus Garcia,0,0,1,0,0,0,0,0,0,1,1956,IL-04,1,M,0,1,0,,0,86.5852,86.5852,82.1,Pure urban,Urban,49.74,50.26,1.4,34,4.5,4.4,67.1,0.6,80812,-11512,59548,-6164,-0.533,-0.451,-0.408301,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-4,-4,-177,-180,170,172,170,-3,-3,0,0,1,0,134.7,0,0,1,0,0,0
Lois Frankel,0,74.4,0,-1.15149,-1.48087,-1.44948,84,28,13,F000462,Democrat,90,29,13,61,77,1,1,0,1,4,100,39.1,1,0,2.4,0,1,0,0,0,0,0,1,-0.361942,13,0,0,0,0,F000462,Lois Frankel,0,0,0,1,0,0,0,0,1,1,1948,FL-21,1,F,0,0,0,62.7064,0,100,100,58.6,Dense suburban,Suburban,51.55,48.45,1.02,47,16.3,2.7,25.4,0.4,97414,5090,65394,-318,-0.401,-0.093,-0.406337,16,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-61,-77,56,71,56,-1,-1,0,0,0,0,119.2,0,0,0,0,0,0
Jose Serrano,1,16.3,1,-1.26546,-1.09956,-1.44572,18,84,14,S000248,Democrat,22,87,14,-65,8,-1,0,0,0,16,94.0316,4.9,0,1,6.1,0,1,0,0,0,0,0,1,-0.254307,8,0,0,0,0,S000248,Jose Serrano,0,0,0,1,1,0,0,0,1,1,1943,NY-15,1,M,0,1,0,88.9446,0,94.0316,94.0316,93.8,Pure urban,Urban,51.85,48.15,4.16,32.1,42,1.8,64,0.4,47362,-44962,31061,-34651,-0.491,-0.376,-0.405035,73,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,65,-8,-66,4,-66,1,0,0,0,1,0,124.5,1,0,1,0,0,0
Joseph Crowley,0,42.3,1,-1.57324,-1.42636,-1.43788,6,35,15,C001038,Democrat,7,36,15,-29,-8,0,0,0,0,10,73.4657,19.8,0,1,5.6,0,0,0,0,0,1,0,1,-0.346556,3,0,1,1,0,C001038,Joseph Crowley,0,0,1,0,0,0,0,0,1,0,1962,NY-14,1,M,0,0,0,73.4657,73.4657,,0,77.7,Pure urban,Urban,49.59,50.41,16.29,36.9,11,17.1,50.5,0.5,78310,-9554,60173,-1764,-0.412,-0.07,-0.402321,21,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,8,-29,-9,-29,0,0,0,0,1,0,121.4,0,0,0,0,0,0
Nydia Velazquez,1,48.5,1,-1.21744,-0.623814,-1.43494,32,161,16,V000081,Democrat,37,166,16,-129,21,-2,0,0,1,14,85.2659,10.4,0,1,3.1,0,1,0,0,0,1,1,0,-0.120018,24,0,0,0,0,V000081,Nydia Velazquez,0,0,0,1,0,0,0,0,1,1,1953,NY-07,1,F,0,1,0,82.3377,0,85.2659,85.2659,86.9,Pure urban,Urban,50.24,49.76,1.64,34.9,11.7,18.3,39.1,0.6,103540,11216,66891,1179,-0.547,-0.336,-0.401303,150,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,129,-21,-129,16,-129,2,0,1,0,0,0,118.2,1,0,0,1,0,0
Rosa DeLauro,0,71.5,0,-1.16682,-2.04028,-1.43273,71,3,18,D000216,Democrat,77,4,18,73,59,1,1,0,1,15,60.3951,40.4,1,0,4,0,1,0,0,0,1,0,1,-0.519847,2,0,0,0,0,D000216,Rosa DeLauro,0,0,1,0,0,0,0,0,1,1,1943,CT-03,1,F,0,0,0,61.3309,0,60.3951,60.3951,55.9,Sparse suburban,Suburban,51.78,48.22,0.92,41.3,15.5,4.2,16.7,0.2,95139,2815,70574,4862,-0.416,-0.121,-0.400536,-14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-73,-59,68,53,68,-1,-1,0,0,0,0,108.1,0,0,0,0,0,0
Brendan Boyle,0,45,1,-1.07978,-1.22922,-1.43151,134,58,20,B001296,Democrat,141,59,20,82,121,1,2,0,0,3,79.0169,24.9,0,1,5.1,0,1,0,0,0,0,0,1,-0.290908,38,1,0,1,0,B001296,Brendan Boyle,0,0,0,0,0,0,1,0,1,1,1977,PA-02,1,M,0,0,0,63.7557,0,79.0169,79.0169,72.9,Pure urban,Urban,52.51,47.49,1.41,35.7,25.2,8.8,27.9,0.4,67062,-25262,46248,-19464,-0.397,0.145,-0.400114,39,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,-2,-82,-121,76,114,76,-1,-2,0,0,0,0,107.3,0,0,0,0,0,0
Adriano Espaillat,1,30,1,-1.20969,-1.31357,-1.41635,34,49,21,E000297,Democrat,39,50,21,-11,18,0,0,0,0,2,89.8541,5.4,0,1,5,0,1,0,0,0,0,0,0,-0.314718,10,0,0,0,0,E000297,Adriano Espaillat,0,0,0,0,0,1,1,0,1,1,1954,NY-13,1,M,0,1,0,84.8872,0,89.8541,89.8541,92.3,Pure urban,Urban,51.52,48.48,2.56,35.3,29.5,4.3,54.5,0.6,71932,-20392,46298,-19414,-0.612,-0.111,-0.394862,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,-18,-15,13,-15,0,0,0,0,1,0,118.9,1,0,1,0,0,0
Lucille Roybal-Allard,1,55.7,0,-1.14263,-1.49027,-1.41515,98,27,22,R000486,Democrat,105,28,22,77,83,1,1,0,1,14,77.3477,12.8,0,1,4.1,0,1,0,0,0,0,0,1,-0.364596,15,0,0,0,0,R000486,Lucille Roybal-Allard,0,0,0,1,0,1,0,0,1,1,1941,CA-40,1,F,0,1,0,74.0517,0,77.3477,77.3477,82.2,Pure urban,Urban,49.68,50.32,1.34,31.2,5.1,1.9,89.2,1.1,65954,-26370,51774,-13938,-0.471,-0.191,-0.394446,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-77,-83,71,76,71,-1,-1,1,0,1,0,153,0,0,1,0,0,1
Debbie Wasserman Schultz,0,72,0,-1.17174,-1.52576,-1.41262,64,24,23,W000797,Democrat,69,25,23,44,46,0,1,0,1,8,58.4772,35.8,0,1,2.3,0,0,0,1,0,0,0,1,-0.374614,7,0,0,0,0,W000797,Debbie Wasserman Schultz,0,0,0,0,0,0,1,0,1,1,1966,FL-23,1,F,0,0,0,57.5219,0,58.4772,58.4772,61.9,Urban-suburban mix,Urban,51.26,48.74,1.27,41.8,15.2,4.9,40.1,0.3,100278,7954,69198,3486,-0.421,0.067,-0.39357,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-44,-46,40,41,40,0,0,0,0,0,0,132.5,0,0,0,0,0,0
Alan Lowenthal,0,52.5,0,-1.20441,-0.809089,-1.39647,42,136,26,L000579,Democrat,47,140,26,-93,21,-2,0,0,0,4,64.8555,31,0,1,3,0,1,0,0,0,0,0,0,-0.172316,31,0,0,0,1,L000579,Alan Lowenthal,1,0,0,0,0,0,1,0,1,1,1941,CA-47,1,M,0,0,0,64.2618,0,64.8555,64.8555,62.6,Pure urban,Urban,49.74,50.26,1.84,38.2,6.9,23.4,36,0.4,97076,4752,72493,6781,-0.45,-0.361,-0.387977,114,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,93,-21,-94,16,-94,2,0,0,0,0,0,119.2,0,0,0,0,0,0
Jan Schakowsky,0,68.4,0,-1.24056,-1.37694,-1.39351,24,40,27,S001145,Democrat,28,41,27,-13,1,0,0,0,1,11,73.4862,24.9,0,1,2.3,0,1,0,0,0,1,0,1,-0.332605,7,0,1,1,0,S001145,Jan Schakowsky,0,0,0,0,1,0,0,0,1,1,1944,IL-09,1,F,0,0,0,69.7675,0,73.4862,73.4862,70.1,Urban-suburban mix,Urban,50.71,49.29,1.31,40.3,9.5,14.7,11.2,0.2,118334,26010,78569,12857,-0.607,-0.267,-0.386952,14,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,-1,-16,-3,-16,0,0,0,0,0,0,104,0,0,0,0,0,0
Nanette Barragán,1,45.8,1,-1.15324,-1.01309,-1.38877,83,100,29,B001300,Democrat,89,103,29,-14,60,0,1,0,1,2,50,12.3,0,1,4.6,0,1,0,0,0,0,0,1,-0.229899,51,0,0,0,0,B001300,Nanette Barragán,0,0,0,0,0,0,0,0,1,1,1976,CA-44,1,F,0,1,0,50,0,50,50,83,Pure urban,Urban,50.25,49.75,1.97,33.5,14.6,6,71.4,0.7,76312,-16012,59030,-6682,-0.514,0.09,-0.385311,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,14,-60,-17,54,-17,0,-1,1,0,1,0,138.5,1,0,1,1,0,1
Mark Pocan,0,85.9,0,-1.23772,-1.68069,-1.37872,26,10,31,P000607,Democrat,31,11,31,20,0,0,0,0,0,4,97.4223,29,0,0,1.5,0,1,0,0,0,0,0,1,-0.418344,1,0,0,0,0,P000607,Mark Pocan,1,0,0,0,0,0,0,0,1,1,1964,WI-02,1,M,0,0,0,81.4495,0,97.4223,97.4223,65.8,Rural-suburban mix,Rural,50.44,49.56,0.38,37.2,4.4,4.5,6.8,0.4,93209,885,72036,6324,-0.54,-0.525,-0.38183,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,0,16,-5,16,0,0,0,0,0,0,102,0,0,0,0,0,0
Jimmy Gomez,1,34.7,1,-1.0565,-1.32449,-1.37669,139,47,32,G000585,Democrat,146,48,32,98,114,2,2,0,0,2,72.5416,10.7,0,1,3.7,0,1,0,0,0,0,0,1,-0.317799,33,0,0,0,0,G000585,Jimmy Gomez,0,0,0,0,0,0,0,0,1,1,1974,CA-34,1,M,0,1,0,57.2822,0,72.5416,72.5416,83.6,Pure urban,Urban,48.12,51.88,2.18,35,5,20.3,59.8,1.7,75939,-16385,52043,-13669,-0.602,-0.023,-0.381126,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,-2,-98,-114,92,107,92,-2,-2,0,0,1,0,121.5,1,0,1,0,0,0
Sylvia Garcia,1,72.2,0,-0.819228,-1.67512,-1.37569,176,11,33,G000587,Democrat,184,12,33,172,151,3,3,0,1,1,75.0574,25.4,1,0,3.8,0,1,0,0,0,0,0,0,-0.416774,8,0,0,0,0,G000587,Sylvia Garcia,0,0,1,0,0,0,0,0,0,1,1950,TX-29,1,F,0,1,0,,0,75.0574,75.0574,71.1,Dense suburban,Suburban,50.13,49.87,0.88,30.3,10.5,1.8,78.7,0.3,61503,-30821,48300,-17412,-0.772,0.56,-0.38078,-21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-3,-3,-172,-151,165,143,165,-3,-3,1,0,1,0,163.5,0,0,1,0,0,1
Juan Vargas,1,68.5,0,-1.15514,-0.503589,-1.36017,78,178,35,V000130,Democrat,84,183,35,-99,49,-2,1,0,0,4,71.201,22.8,0,1,5.9,0,0,0,1,0,0,0,0,-0.086081,72,0,0,0,0,V000130,Juan Vargas,0,0,0,0,0,0,0,0,1,1,1961,CA-51,1,M,0,1,0,72.078,0,71.201,71.201,71.8,Urban-suburban mix,Urban,49.04,50.96,0.9,33.7,6.6,7.7,71.3,1,68571,-23753,52471,-13241,-0.399,0.107,-0.375407,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-1,99,-49,-100,43,-100,2,0,0,0,1,0,155.1,0,0,1,0,0,0
