Bioguide_ID,Name,Gender,Party,Born,Number_of_House_Terms,District,TBIP_Floor_Speeches,Standardized_Speech_Ideal_Point
R000579,Pat Ryan (New York),M,Democrat,1982,1,NY-19,-0.088472128,-0.324507267
R000597,Tom Rice (South Carolina),M,Republican,1957,5,SC-07,0.1215801015496254,0.3424555996035937
R000599,Raul Ruiz,M,Democrat,1972,5,CA-36,-0.247614145,-0.82981881
R000602,Kathleen Rice,F,Democrat,1965,4,NY-04,-0.201866254,-0.684559012
R000603,David Rouzer,M,Republican,1972,4,NC-07,0.21577943861484528,0.64155959
R000606,Jamie Raskin,M,Democrat,1962,3,MD-08,-0.051156338,-0.206021279
R000609,John Rutherford (Florida),M,Republican,1952,3,FL-04,0.3366963565349579,1.0254978817351281
R000610,Guy Reschenthaler,M,Republican,1983,2,PA-14,0.48677003383636475,1.5020154142610347
R000612,John Rose (Tennessee),M,Republican,1965,2,TN-06,0.5025717616081238,1.5521894385326058
R000614,Chip Roy,M,Republican,1972,2,TX-21,0.43769586086273193,1.3461939255320061
S000168,María Elvira Salazar,F,Republican,1961,1,FL-27,0.3381770849227905,1.0301995259568124
S000185,Robert C. Scott,M,Democrat,1947,15,VA-03,-0.34543097,-1.140409134
S000250,Pete Sessions,M,Republican,1955,12,TX-17,0.2988124489784241,0.905207992
S000344,Brad Sherman,M,Democrat,1954,13,CA-30,-0.024748968,-0.122171965
S000510,Adam Smith,M,Democrat,1965,13,WA-09,-0.175447017,-0.600672017
S000522,Chris Smith (New Jersey),M,Republican,1953,21,NJ-04,0.23177237808704376,0.6923407537706711
S000929,Victoria Spartz,F,Republican,1978,1,IN-05,0.3658609986305237,1.1181021514397256
S001135,Michelle Steel,F,Republican,1955,1,CA-48,0.32546761631965637,0.9898441170177913
S001145,Jan Schakowsky,F,Democrat,1944,12,IL-09,-0.352099895,-1.161584466
S001150,Adam Schiff,M,Democrat,1960,11,CA-28,-0.03014401,-0.13930243
S001157,David Scott (Georgia),M,Democrat,1945,10,GA-13,-0.057584945,-0.226433545
S001159,Marilyn Strickland,F,Democrat,1962,1,WA-10,-0.143676639,-0.499793951
S001172,Adrian Smith,M,Republican,1970,8,NE-03,0.2294759452342987,0.6850490652062352
S001175,Jackie Speier,F,Democrat,1950,8,CA-14,-0.209581241,-0.709055822
S001176,Steve Scalise,M,Republican,1965,8,LA-01,0.3463306128978729,1.0560888031567308
S001177,Gregorio Sablan,M,Democrat,1955,7,MP-AL,-0.278401434,-0.927575348
S001180,Kurt Schrader,M,Democrat,1951,7,OR-05,-0.033816483,-0.150963355
S001183,David Schweikert,M,Republican,1962,6,AZ-06,0.1429421454668045,0.4102848727990524
S001185,Terri Sewell,F,Democrat,1965,6,AL-07,-0.448758245,-1.468496369
S001190,Brad Schneider,M,Democrat,1961,4,IL-10,-0.179340348,-0.613034214
S001193,Eric Swalwell,M,Democrat,1980,5,CA-15,-0.142645627,-0.496520259
S001195,Jason Smith (Missouri representative),M,Republican,1980,5,MO-08,0.41002562642097473,1.2583347347818645
S001196,Elise Stefanik,F,Republican,1984,4,NY-21,0.40660378336906433,1.2474696168137585
S001199,Lloyd Smucker,M,Republican,1964,3,PA-11,0.3346649706363678,1.0190477766040333
S001200,Darren Soto,M,Democrat,1978,3,FL-09,-0.375246197,-1.235079156
S001201,Tom Suozzi,M,Democrat,1962,3,NY-03,-0.042212944,-0.177624001
S001205,Mary Gay Scanlon,F,Democrat,1959,3,PA-05,-0.163078338,-0.561398691
S001207,Mikie Sherrill,F,Democrat,1972,2,NJ-11,-0.26926282,-0.898558202
S001208,Elissa Slotkin,F,Democrat,1976,2,MI-08,-0.021434171,-0.111646742
S001209,Abigail Spanberger,F,Democrat,1979,2,VA-07,-0.021060908,-0.110461549
S001211,Greg Stanton,M,Democrat,1970,2,AZ-09,-0.313194185,-1.038050124
S001212,Pete Stauber,M,Republican,1966,2,MN-08,0.43206629157066345,1.3283187823591471
S001213,Bryan Steil,M,Republican,1981,2,WI-01,0.3149203360080719,0.9563541400990462
S001215,Haley Stevens,F,Democrat,1983,2,MI-11,-0.343063146,-1.132890762
S001216,Kim Schrier,F,Democrat,1968,2,WA-08,-0.115963414,-0.411798258
S001218,Melanie Ann Stansbury,F,Democrat,1979,1,NM-01,-0.481510639,-1.572492557
T000165,Tom Tiffany,M,Republican,1957,2,WI-07,0.3756880760192871,1.1493053227982166
T000193,Bennie Thompson,M,Democrat,1948,15,MS-02,-0.222079426,-0.748740359
T000460,Mike Thompson (California),M,Democrat,1951,12,CA-05,-0.234391615,-0.787834315
T000463,Michael R. Turner,M,Republican,1960,10,OH-10,0.2875494658946991,0.8694454981303642
T000467,Glenn Thompson (Pennsylvania),M,Republican,1959,7,PA-15,0.29885709285736084,0.905349746
T000468,Dina Titus,F,Democrat,1950,6,NV-01,-0.260926545,-0.87208866
T000469,Paul Tonko,M,Democrat,1949,7,NY-20,-0.288136542,-0.958486494
T000472,Mark Takano,M,Democrat,1960,5,CA-41,-0.441314667,-1.444861345
T000474,Norma Torres,F,Democrat,1965,4,CA-35,-0.140013322,-0.488162101
T000478,Claudia Tenney,F,Republican,1961,2,NY-22,0.2467871606349945,0.7400160507302629
T000481,Rashida Tlaib,F,Democrat,1976,2,MI-13,-0.267630458,-0.893375085
T000482,Lori Trahan,F,Democrat,1973,2,MA-03,-0.261402369,-0.873599507
T000483,David Trone,M,Democrat,1955,2,MD-06,-0.463144481,-1.514175892
T000486,Ritchie Torres,M,Democrat,1988,1,NY-15,-0.302120149,-1.002887579
U000031,Fred Upton,M,Republican,1953,18,MI-06,0.10174886882305145,0.27948699474402955
U000040,Lauren Underwood,F,Democrat,1986,2,IL-14,-0.406941146,-1.335717716
V000081,Nydia Velazquez,F,Democrat,1953,15,NY-07,-0.27290982,-0.910138243
V000129,David G. Valadao,M,Republican,1977,4,CA-21,0.2960895597934723,0.8965622087045296
V000131,Marc Veasey,M,Democrat,1971,5,TX-33,-0.130409092,-0.457666519
V000133,Jeff Van Drew,M,Republican,1953,2,NJ-02,0.4145374894142151,1.2726609101598148
V000134,Beth Van Duyne,F,Republican,1970,1,TX-24,0.4201679229736328,1.2905387975750493
W000187,Maxine Waters,F,Democrat,1938,16,CA-43,-0.312264025,-1.035096657
W000788,Nikema Williams,F,Democrat,1978,1,GA-05,-0.425576895,-1.394890395
W000795,Joe Wilson,M,Republican,1947,11,SC-02,-0.51012069,-1.663335875
W000797,Debbie Wasserman Schultz,F,Democrat,1966,9,FL-23,-0.420946062,-1.38018646
W000798,Tim Walberg,M,Republican,1951,7,MI-07,0.31786105036735535,0.9656915667254018
W000804,Robert J. Wittman,M,Republican,1959,8,VA-01,0.3410279452800751,1.039251646005159
W000806,Daniel Webster,M,Republican,1949,6,FL-11,-0.227279097,-0.765250478
W000809,Steve Womack,M,Republican,1957,6,AR-03,0.2848174273967743,0.860770664
W000812,Ann Wagner,F,Republican,1962,5,MO-02,0.08593192,0.22926463868648236
W000813,Jackie Walorski,F,Republican,1963,5,IN-02,0.49140143394470215,1.5167211467482367
W000814,Randy Weber,M,Republican,1953,5,TX-14,0.2504006326198578,0.751489633
W000815,Brad Wenstrup,M,Republican,1958,5,OH-02,0.28969916701316833,0.8762712805797661
W000816,Roger Williams,M,Republican,1949,5,TX-25,0.5196022391319275,1.6062650184298195
W000821,Bruce Westerman,M,Republican,1967,4,AR-04,0.2086268663406372,0.6188485708324467
W000822,Bonnie Watson Coleman,F,Democrat,1945,4,NJ-12,-0.300285935,-0.997063539
W000823,Michael Waltz,M,Republican,1974,2,FL-06,0.19618213176727295,0.5793337517217685
W000825,Jennifer Wexton,F,Democrat,1968,2,VA-10,-0.19183445,-0.652705786
W000826,Susan Wild,F,Democrat,1957,3,PA-07,-0.221593246,-0.747196628
Y000033,Don Young (Alaska),M,Republican,1933,25,AK-AL,0.20580090582370758,0.609875513
Y000062,John Yarmuth,M,Democrat,1947,8,KY-03,-0.405641347,-1.331590565
Z000017,Lee Zeldin,M,Republican,1980,4,NY-01,0.21606843173503876,0.642477207
