Bioguide_ID,Name,Gender,Party,Born,Number_of_House_Terms,District,TBIP_Floor_Speeches,Standardized_Speech_Ideal_Point
C001061,Emanuel Cleaver,M,Democrat,1944,6,MO-05,0.018226957,-0.159066513
C001062,Mike Conaway,M,Republican,1948,6,TX-11,0.247241125,0.701869547
C001063,Henry Cuellar,M,Democrat,1955,6,TX-28,0.408625871,1.308565378
C001066,Kathy Castor,F,Democrat,1966,5,FL-14,-0.350484401,-1.545168042
C001067,Yvette D. Clarke,F,Democrat,1964,5,NY-09,-0.372033358,-1.626177311
C001068,Steve Cohen,M,Democrat,1949,5,TN-09,-0.137222886,-0.743451178
C001069,Joe Courtney,M,Democrat,1953,5,CT-02,-0.047036763,-0.404413283
C001072,Andre Carson,M,Democrat,1974,5,IN-07,0.18460153,0.466387659
C001076,Jason Chaffetz,M,Republican,1967,5,UT-03,0.295686632,0.883991361
C001077,Mike Coffman,M,Republican,1955,4,CO-06,0.478168577,1.569998145
C001078,Gerald Connolly,M,Democrat,1950,4,VA-11,-0.167771429,-0.858292699
C001080,Judy Chu,F,Democrat,1953,4,CA-27,-0.454867333,-1.937576294
C001083,John C. Carney Jr.,M,Democrat,1956,3,DE-AL,-0.016086217,-0.288060486
C001084,David N. Cicilline,M,Democrat,1961,3,RI-01,-0.350041151,-1.543501735
C001087,Rick Crawford,M,Republican,1966,3,AR-01,0.224601492,0.616760075
C001090,Matt Cartwright,M,Democrat,1961,2,PA-17,-0.178029075,-0.896854401
C001091,Joaquin Castro,M,Democrat,1974,2,TX-20,0.160300419,0.375032157
C001092,Chris Collins,M,Republican,1950,2,NY-27,0.044446867,-0.060497653
C001093,Doug Collins,M,Republican,1966,2,GA-09,0.262738675,0.76012969
C001096,Kevin Cramer,M,Republican,1961,2,ND-AL,0.134613335,0.278466374
C001097,Tony Cardenas,M,Democrat,1963,2,CA-29,-0.313768715,-1.407142282
C001101,Katherine Clark,F,Democrat,1963,2,MA-05,-0.35820511,-1.574192643
C001102,Curt Clawson,M,Republican,1959,2,FL-19,0.104889229,0.166724131
C001103,"Earl ""Buddy"" Carter",M,Republican,1957,1,GA-01,0.361058056,1.129743099
C001105,Barbara Comstock,F,Republican,1959,1,VA-10,0.224702701,0.617140532
C001106,Ryan Costello,M,Republican,1976,1,PA-06,0.282501936,0.834425986
C001107,Carlos Curbelo,M,Republican,1980,1,FL-26,0.188293725,0.480267793
D000096,Danny K. Davis,M,Democrat,1941,10,IL-07,-0.280698448,-1.282820821
D000191,Peter DeFazio,M,Democrat,1947,15,OR-04,-0.121865481,-0.685717881
D000197,Diana DeGette,F,Democrat,1957,10,CO-01,-0.218919694,-1.050575018
D000216,Rosa DeLauro,F,Democrat,1943,13,CT-03,-0.528394699,-2.213988543
D000399,Lloyd Doggett,M,Democrat,1946,11,TX-35,-0.342415333,-1.514833927
D000482,Michael F. Doyle,M,Democrat,1953,11,PA-14,-0.053287935,-0.427913398
D000533,Jimmy Duncan (politician),M,Republican,1947,15,TN-02,0.178156033,0.44215703
D000598,Susan Davis (politician),F,Democrat,1944,8,CA-53,-0.244659051,-1.147337437
D000600,Mario Diaz-Balart,M,Republican,1961,7,FL-25,0.173809618,0.42581749
D000604,Charles W. Dent,M,Republican,1960,6,PA-15,0.142938331,0.309762627
D000610,Theodore E. Deutch,M,Democrat,1966,4,FL-21,-0.206750542,-1.00482738
D000612,Jeff Denham,M,Republican,1967,3,CA-10,0.238891676,0.670481324
D000613,Robert Dold,M,Republican,1969,2,IL-10,0.164646238,0.391369462
D000614,Sean Duffy,M,Republican,1971,3,WI-07,0.230433464,0.638684273
D000615,Jeff Duncan,M,Republican,1966,3,SC-03,0.166912347,0.399888486
D000617,Suzan DelBene,F,Democrat,1962,3,WA-01,-0.385870278,-1.678194642
D000619,Rodney Davis (Illinois),M,Republican,1970,2,IL-13,0.320864439,0.978642642
D000620,John Delaney,M,Democrat,1963,2,MD-06,-0.069434859,-0.488614768
D000621,Ron DeSantis,M,Republican,1978,2,FL-06,0.242200583,0.682920575
D000623,Mark DeSaulnier,M,Democrat,1952,1,CA-11,-0.205347642,-0.999553561
D000624,Debbie Dingell,F,Democrat,1953,1,MI-12,-0.279945552,-1.279990435
D000625,Daniel Donovan (New York),M,Republican,1956,1,NY-11,0.303105891,0.911882699
E000179,Eliot Engel,M,Democrat,1947,14,NY-16,-0.066337645,-0.476971328
E000215,Anna Eshoo,F,Democrat,1942,12,CA-18,-0.202936977,-0.990491033
E000288,Keith Ellison,M,Democrat,1963,5,MN-05,-0.350025535,-1.543442965
E000290,Donna Edwards,F,Democrat,1958,5,MD-04,-0.220710605,-1.05730772
E000291,Renee Ellmers,F,Republican,1964,3,NC-02,0.249297008,0.709598243
E000293,Elizabeth Esty,F,Democrat,1959,2,CT-05,-0.373557359,-1.631906509
E000294,Tom Emmer,M,Republican,1961,1,MN-06,0.37911576,1.197627664
F000030,Sam Farr,M,Democrat,1941,12,CA-20,-0.166947052,-0.855193615
F000043,Chaka Fattah,M,Democrat,1956,11,PA-02,-0.273091882,-1.254225254
F000372,Rodney Frelinghuysen,M,Republican,1946,11,NJ-11,0.129741251,0.260150671
F000445,Randy Forbes,M,Republican,1952,8,VA-04,0.210361019,0.563225627
F000448,Trent Franks,M,Republican,1957,8,AZ-08,0.438510031,1.420909286
F000449,Jeff Fortenberry,M,Republican,1960,6,NE-01,-0.097811513,-0.595291495
F000450,Virginia Foxx,F,Republican,1943,6,NC-05,0.312595248,0.947556138
F000451,Mike Fitzpatrick,M,Republican,1963,4,PA-08,0.288177669,0.855762839
F000454,Bill Foster,M,Democrat,1955,4,IL-11,-0.020263258,-0.3037633
F000455,Marcia L. Fudge,F,Democrat,1952,5,OH-11,-0.419493258,-1.804593921
F000456,John Fleming (Louisiana),M,Republican,1951,4,LA-04,0.393304497,1.250967503
F000458,Stephen Fincher,M,Republican,1973,3,TN-08,-0.163491502,-0.84220314
F000459,Charles Fleischmann,M,Republican,1962,3,TN-03,0.223076522,0.611027241
F000460,Blake Farenthold,M,Republican,1961,3,TX-27,0.221519157,0.605172575
F000461,Bill Flores,M,Republican,1954,3,TX-17,0.433388114,1.401654363
F000462,Lois Frankel,F,Democrat,1948,2,FL-22,-0.34961459,-1.541898131
G000289,Bob Goodlatte,M,Republican,1952,12,VA-06,0.260796696,0.752829194
G000377,Kay Granger,F,Republican,1943,10,TX-12,0.268779874,0.782840431
G000410,Gene Green,M,Democrat,1947,12,TX-29,-0.059488997,-0.451225132
G000535,Luis V. Gutierrez,M,Democrat,1953,12,IL-04,-0.173454598,-0.879657507
G000546,Sam Graves,M,Republican,1963,8,MO-06,0.203684926,0.538128138
G000548,Scott Garrett,M,Republican,1959,7,NJ-05,0.237034559,0.663499832
G000551,Raul Grijalva,M,Democrat,1948,7,AZ-03,-0.216287911,-1.040681362
G000552,Louie Gohmert,M,Republican,1953,6,TX-01,0.202558607,0.533893943
G000553,Al Green,M,Democrat,1947,6,TX-09,-0.206057042,-1.002220392
G000556,Alan Grayson,M,Democrat,1958,3,FL-09,-0.008706017,-0.260315984
G000558,Brett Guthrie,M,Republican,1964,4,KY-02,0.408424646,1.307808876
G000559,John Garamendi,M,Democrat,1945,4,CA-03,-0.117804743,-0.670452297
G000560,Tom Graves,M,Republican,1970,4,GA-14,0.202001959,0.531801343
G000563,Bob Gibbs,M,Republican,1954,3,OH-07,0.21598956,0.584385097
G000564,Chris Gibson (New York politician),M,Republican,1964,3,NY-19,0.343722045,1.0645715
G000565,Paul Gosar,M,Republican,1958,3,AZ-04,0.311970949,0.945209205
G000566,Trey Gowdy,M,Republican,1964,3,SC-04,0.256159991,0.735398352
G000568,Morgan Griffith,M,Republican,1958,3,VA-09,0.311035663,0.941693187
G000570,Frank Guinta,M,Republican,1970,2,NH-01,0.296575963,0.887334645
G000571,Tulsi Gabbard,F,Democrat,1981,2,HI-02,0.06538672,0.018221816
G000574,Ruben Gallego,M,Democrat,1979,1,AZ-07,-0.343900919,-1.520418644
G000575,Gwen Graham,F,Democrat,1963,1,FL-02,0.049430963,-0.041760877
G000576,Glenn Grothman,M,Republican,1955,1,WI-06,-0.052607957,-0.425357163
G000577,Daddy Graves,M,Republican,1972,1,LA-06,0.134613752,0.278467953
H000324,Alcee L. Hastings,M,Democrat,1936,12,FL-20,-0.461413324,-1.962184668
H000636,Ruben Hinojosa,M,Democrat,1940,10,TX-15,-0.10992071,-0.640813708
H000874,Steny Hoyer,M,Democrat,1939,18,MD-05,-0.526268363,-2.205995083
H001034,Mike Honda,M,Democrat,1941,8,CA-17,-0.36563307,-1.602116585
H001036,Jeb Hensarling,M,Republican,1957,7,TX-05,0.224059612,0.614722967
H001038,Brian Higgins,M,Democrat,1959,6,NY-26,-0.086737722,-0.553661644
H001045,Gregg Harper,M,Republican,1956,4,MS-03,0.219319463,0.596903265
H001047,Jim Himes,M,Democrat,1966,4,CT-04,-0.118461937,-0.672922909
H001048,Duncan Hunter,M,Republican,1976,4,CA-50,0.178303897,0.442712873
H001051,Richard Hanna (New York politician),M,Republican,1951,3,NY-22,0.627555251,2.131589413
H001052,Andrew Harris,M,Republican,1957,3,MD-01,0.060790095,0.000941665
H001053,Vicky Hartzler,F,Republican,1960,3,MO-04,0.427303761,1.378781438
H001055,Joe Heck,M,Republican,1961,3,NV-03,0.22781682,0.62884748
H001056,Jaime Herrera Beutler,F,Republican,1978,3,WA-03,0.306778014,0.925687373
H001057,Tim Huelskamp,M,Republican,1968,3,KS-01,0.486747026,1.602247238
H001058,Bill Huizenga,M,Republican,1969,3,MI-02,0.097843282,0.140236199
H001059,Randy Hultgren,M,Republican,1966,3,IL-14,0.308489144,0.932120025
H001060,Robert Hurt,M,Republican,1969,3,VA-05,0.422080427,1.359145284
H001063,Janice Hahn,F,Democrat,1952,3,CA-44,-0.328228265,-1.461500287
H001064,Denny Heck,M,Democrat,1952,2,WA-10,-0.279913694,-1.279870629
H001065,George E.B. Holding,M,Republican,1968,2,NC-13,0.220005006,0.59948045
H001067,Richard Hudson,M,Republican,1971,2,NC-08,0.389755607,1.237626076
H001068,Jared Huffman,M,Democrat,1964,2,CA-02,-0.293661982,-1.33155477
H001070,Cresent Hardy,M,Republican,1957,1,NV-04,0.290492386,0.864464581
H001071,Jody Hice,M,Republican,1960,1,GA-10,0.400785893,1.279092431
H001072,French Hill,M,Republican,1956,1,AR-02,0.202049494,0.531980038
H001073,Will Hurd,M,Republican,1977,1,TX-23,0.389450282,1.236478329
I000056,Darrell Issa,M,Republican,1953,8,CA-49,-0.004912365,-0.246054471
I000057,Steve Israel,M,Democrat,1958,8,NY-03,-0.363399684,-1.593720675
J000032,Sheila Jackson Lee,F,Democrat,1950,11,TX-18,-0.215966135,-1.039471745
J000126,Eddie Bernice Johnson,F,Democrat,1935,12,TX-30,-0.219838604,-1.054029584
J000174,Sam Johnson,M,Republican,1930,13,TX-03,0.475989729,1.561807275
J000255,Walter B. Jones,M,Republican,1943,11,NC-03,0.219136387,0.59621501
J000288,"Henry C. Johnson, Jr.",M,Democrat,1954,5,GA-04,-0.248639837,-1.162302494
J000289,Jim Jordan,M,Republican,1964,5,OH-04,0.153024107,0.347678244
J000290,Lynn Jenkins,F,Republican,1963,4,KS-02,0.37875405,1.196267843
J000292,Bill Johnson (Ohio),M,Republican,1954,3,OH-06,0.3801938,1.201680303
J000294,Hakeem Jeffries,M,Democrat,1970,2,NY-08,-0.491064489,-2.073652744
J000295,David Joyce,M,Republican,1957,2,OH-14,0.038235769,-0.08384712
J000296,David Jolly,M,Republican,1972,2,FL-13,0.108187385,0.179122925
J000297,Evan Jenkins (politician),M,Republican,1960,1,WV-03,0.286301821,0.848710954
K000009,Marcy Kaptur,F,Democrat,1946,17,OH-09,-0.154152691,-0.807095587
K000188,Ron Kind,M,Democrat,1963,10,WI-03,-0.139178872,-0.750804365
K000210,Peter T. King,M,Republican,1944,12,NY-02,0.345663339,1.071869493
K000362,Steve King,M,Republican,1949,7,IA-04,0.177391902,0.439284414
K000363,John Kline,M,Republican,1947,7,MN-02,0.170175359,0.412155151
K000375,Bill Keating,M,Democrat,1952,3,MA-09,0.049674872,-0.040843941
K000376,Mike Kelly,M,Republican,1948,3,PA-03,0.172359258,0.420365125
K000378,Adam Kinzinger,M,Republican,1978,3,IL-16,0.087300763,0.100603573
K000379,Joseph Kennedy III,M,Democrat,1980,2,MA-04,-0.27411595,-1.258075118
K000380,Dan Kildee,M,Democrat,1958,2,MI-05,-0.539601624,-2.256119013
K000381,Derek Kilmer,M,Democrat,1974,2,WA-06,-0.071090132,-0.494837433
K000382,Annie Kuster,F,Democrat,1956,2,NH-02,0.073040657,0.046995364
K000385,Robin Kelly,F,Democrat,1956,2,IL-02,-0.415094286,-1.78805685
K000386,John Katko,M,Republican,1962,1,NY-24,0.327346802,1.003011823
K000387,Stephen Knight,M,Republican,1966,1,CA-25,0.356623888,1.113073587
K000388,Trent Kelly,M,Republican,1966,1,MS-01,0.385896981,1.223120332
L000263,Sander Levin,M,Democrat,1931,17,MI-09,-0.357828707,-1.572777629
L000287,John Lewis (Georgia),M,Democrat,1940,15,GA-05,-0.278906494,-1.276084304
L000397,Zoe Lofgren,F,Democrat,1947,11,CA-19,-0.162289724,-0.837685287
L000480,Nita Lowey,F,Democrat,1937,14,NY-17,-0.493803024,-2.083947659
L000491,Frank D. Lucas,M,Republican,1960,12,OK-03,0.108933203,0.181926697
L000551,Barbara Lee (California),F,Democrat,1946,10,CA-13,-0.546232104,-2.28104496
L000554,Frank LoBiondo,M,Republican,1946,11,NJ-02,0.25243935,0.721411288
L000557,John B. Larson,M,Democrat,1948,9,CT-01,-0.247913018,-1.159570098
L000559,Jim Langevin,M,Democrat,1964,8,RI-02,-0.113031559,-0.652508438
L000560,Rick Larsen,M,Democrat,1965,8,WA-02,0.037414923,-0.086932935
L000562,Stephen Lynch,M,Democrat,1955,8,MA-08,-0.039219853,-0.375027061
L000563,Daniel Lipinski,M,Democrat,1966,6,IL-03,0.109924763,0.185654283
L000564,Doug Lamborn,M,Republican,1954,5,CO-05,0.299112797,0.896871388
L000565,Dave Loebsack,M,Democrat,1952,5,IA-02,0.169416651,0.40930295
L000566,Robert E. Latta,M,Republican,1956,5,OH-05,0.233961329,0.651946604
L000567,Leonard Lance,M,Republican,1952,4,NJ-07,0.272751093,0.797769487
L000569,Blaine Luetkemeyer,M,Republican,1952,4,MO-03,0.319672108,0.974160314
L000570,Ben Ray Luján,M,Democrat,1972,4,NM-03,-0.05585115,-0.437549323
L000571,Cynthia Lummis,F,Republican,1954,4,WY-AL,0.182861716,0.459847152
L000578,Doug LaMalfa,M,Republican,1960,2,CA-01,0.351801991,1.094946623
L000579,Alan Lowenthal,M,Democrat,1941,2,CA-47,-0.273010701,-1.253920078
L000580,Michelle Lujan Grisham,F,Democrat,1959,2,NM-01,-0.060339004,-0.454420567
L000581,Brenda Lawrence (Michigan),F,Democrat,1954,1,MI-14,-0.263188392,-1.216995001
L000582,Ted Lieu,M,Democrat,1969,1,CA-33,-0.293927163,-1.332551599
L000583,Barry Loudermilk,M,Republican,1963,1,GA-11,0.322123617,0.983376265
L000584,Mia Love,F,Republican,1975,1,UT-04,0.386237442,1.224400282
L000585,Darin LaHood,M,Republican,1968,1,IL-18,0.443320096,1.438991785
M000087,Carolyn B. Maloney,F,Democrat,1946,12,NY-12,-0.250600576,-1.169673443
M000312,Jim McGovern (Massachusetts),M,Democrat,1959,10,MA-02,-0.416454852,-1.793171644
M000404,Jim McDermott,M,Democrat,1936,14,WA-07,-0.153449714,-0.804452896
M000689,John L. Mica,M,Republican,1943,12,FL-07,0.22466369,0.616993845
M001137,Gregory Meeks,M,Democrat,1953,10,NY-05,-0.334756315,-1.486041188
M001143,Betty McCollum,F,Democrat,1954,8,MN-04,-0.213693202,-1.030927062
M001144,Jeff Miller (Florida),M,Republican,1959,8,FL-01,0.518354595,1.721070051
M001150,Candice Miller,F,Republican,1954,7,MI-10,0.204834759,0.542450726
M001151,Tim Murphy (American politician),M,Republican,1952,8,PA-18,0.156138957,0.359387934
M001156,Patrick T. McHenry,M,Republican,1975,6,NC-10,0.164474845,0.390725136
M001157,Michael McCaul,M,Republican,1962,6,TX-10,0.326271653,0.998970032
M001158,Kenny Marchant,M,Republican,1951,6,TX-24,0.322119802,0.983361959
M001160,Gwen Moore,F,Democrat,1951,6,WI-04,-0.323676616,-1.444389224
M001163,Doris Matsui,F,Democrat,1944,6,CA-06,-0.353054941,-1.554831505
M001165,Kevin McCarthy (California),M,Republican,1965,5,CA-23,0.141109332,0.302886873
M001166,Jerry McNerney,M,Democrat,1951,5,CA-09,-0.076805532,-0.516323388
M001177,Tom McClintock,M,Republican,1956,4,CA-04,0.238472387,0.668905079
M001179,Tom Marino,M,Republican,1952,3,PA-10,0.200982884,0.527970314
M001180,David McKinley,M,Republican,1947,3,WV-01,0.32590884,0.997606099
M001181,Patrick Meehan,M,Republican,1955,3,PA-07,0.218532279,0.593943954
M001182,Mick Mulvaney,M,Republican,1967,4,SC-05,-0.006722504,-0.252859354
M001184,Thomas Massie,M,Republican,1971,3,KY-04,0.21664983,0.586867273
M001185,Sean Maloney,M,Democrat,1966,2,NY-18,0.012986708,-0.178766251
M001187,"Mark Meadows, North Carolina",M,Republican,1959,2,NC-11,0.266925216,0.775868177
M001188,Grace Meng,F,Democrat,1975,2,NY-06,-0.114789926,-0.659118652
M001189,Luke Messer,M,Republican,1969,2,IN-06,0.280100226,0.825397193
M001190,Markwayne Mullin,M,Republican,1977,2,OK-02,0.421560705,1.357191443
M001191,Patrick Murphy (Florida),M,Democrat,1983,2,FL-18,-0.120903872,-0.682102919
M001193,Tom MacArthur,M,Republican,1960,1,NJ-03,0.2167373,0.587196112
M001194,John Moolenaar,M,Republican,1961,1,MI-04,0.339523166,1.04878664
M001195,Alexander Mooney,M,Republican,1971,1,WV-02,0.323766887,0.989553869
M001196,Seth Moulton,M,Democrat,1978,1,MA-06,-0.107089072,-0.630168736
M001197,Martha McSally,F,Republican,1966,1,AZ-02,0.314421117,0.954420149
N000002,Jerrold Nadler,M,Democrat,1947,13,NY-10,-0.166844755,-0.854809046
N000015,Richard Neal,M,Democrat,1949,14,MA-01,-0.22952953,-1.090460777
N000127,Rick Nolan,M,Democrat,1943,5,MN-08,-0.077676408,-0.519597352
N000147,Eleanor Holmes Norton,F,Democrat,1937,13,DC-AL,-0.205031186,-0.998363793
N000179,Grace Napolitano,F,Democrat,1936,9,CA-32,-0.057167534,-0.442498028
N000181,Devin Nunes,M,Republican,1973,7,CA-22,0.135175794,0.280580819
N000182,Randy Neugebauer,M,Republican,1949,7,TX-19,0.350812137,1.091225386
N000184,Kristi Noem,F,Republican,1971,3,SD-AL,0.319169819,0.972272038
N000185,Richard Nugent,M,Republican,1951,3,FL-11,0.349272728,1.085438251
N000188,Donald Norcross,M,Democrat,1958,2,NJ-01,-0.261851609,-1.211969614
N000189,Dan Newhouse,M,Republican,1955,1,WA-04,0.258556396,0.744407177
O000168,Pete Olson,M,Republican,1962,4,TX-22,0.217305154,0.589330852
O000170,Beto O'Rourke,M,Democrat,1972,2,TX-16,0.015477964,-0.169400841
P000034,Frank Pallone,M,Democrat,1951,15,NJ-06,-0.266617268,-1.229885221
P000096,Bill Pascrell,M,Democrat,1937,10,NJ-09,-0.154867589,-0.809783161
P000197,Nancy Pelosi,F,Democrat,1940,15,CA-12,-0.372725129,-1.628777862
P000258,Collin Peterson,M,Democrat,1944,13,MN-07,0.169767916,0.410623461
P000373,Joseph R. Pitts,M,Republican,1939,10,PA-16,0.249540284,0.710512817
P000523,David Price,M,Democrat,1940,14,NC-04,-0.321676612,-1.436870575
P000588,Steve Pearce,M,Republican,1947,6,NM-02,0.254375428,0.728689611
P000591,Tom Price (Georgia),M,Republican,1954,7,GA-06,0.287684649,0.853909433
P000592,Ted Poe,M,Republican,1948,6,TX-02,0.20948191,0.559920788
P000593,Ed Perlmutter,M,Democrat,1953,5,CO-07,-0.22470735,-1.07233274
P000594,Erik Paulsen,M,Republican,1965,4,MN-03,0.293720901,0.876601577
P000596,Pedro Pierluisi,M,Democrat,1959,2,PR-AL,-0.019951824,-0.302592516
P000597,Chellie Pingree,F,Democrat,1955,4,ME-01,-0.255156666,-1.186801195
P000598,Jared Polis,M,Democrat,1975,4,CO-02,-0.290582657,-1.319978595
P000599,Bill Posey,M,Republican,1947,4,FL-08,0.159094915,0.370500296
P000601,Steven Palazzo,M,Republican,1970,3,MS-04,0.331650823,1.01919198
P000602,Mike Pompeo,M,Republican,1963,4,KS-04,0.233542845,0.650373399
P000604,Donald Payne Jr.,M,Democrat,1958,3,NJ-10,-0.334324896,-1.484419346
P000605,Scott Perry,M,Republican,1962,2,PA-04,0.268373221,0.781311691
P000606,Robert Pittenger,M,Republican,1948,2,NC-09,0.260384977,0.751281381
P000607,Mark Pocan,M,Democrat,1964,2,WI-02,-0.41531083,-1.788870931
P000608,Scott Peters,M,Democrat,1958,2,CA-52,-0.123363338,-0.691348791
P000609,Gary Palmer,M,Republican,1954,1,AL-06,0.25490883,0.73069483
P000610,Stacey Plaskett,F,Democrat,1966,1,VI-AL,-0.23405771,-1.107483625
P000611,Bruce Poliquin,M,Republican,1953,1,ME-02,0.375505328,1.184054852
Q000023,Michael Quigley,M,Democrat,1958,4,IL-05,-0.202072799,-0.987242341
R000053,Charles Rangel,M,Democrat,1930,23,NY-13,-0.271593928,-1.248594046
R000395,Harold Rogers,M,Republican,1937,18,KY-05,0.099982552,0.148278385
R000409,Dana Rohrabacher,M,Republican,1947,14,CA-48,0.028926162,-0.118844852
R000435,Ileana Ros-Lehtinen,F,Republican,1952,14,FL-27,0.16948764,0.4095698
R000486,Lucille Roybal-Allard,F,Democrat,1941,12,CA-40,-0.440241784,-1.882594228
R000487,Edward Royce,M,Republican,1951,12,CA-39,0.207844004,0.55376339
R000515,Bobby Rush,M,Democrat,1946,12,IL-01,-0.194370821,-0.958288252
R000570,Paul Ryan,M,Republican,1970,9,WI-01,0.210296214,0.562982023
R000575,Mike Rogers (Alabama),M,Republican,1958,7,AL-03,0.36749509,1.15394187
R000576,Dutch Ruppersberger,M,Democrat,1946,7,MD-02,0.137005642,0.287459791
R000577,Tim Ryan (Ohio),M,Democrat,1973,7,OH-13,-0.087273471,-0.555675685
R000578,David Reichert,M,Republican,1950,6,WA-08,0.258150667,0.742881894
R000580,Peter Roskam,M,Republican,1961,5,IL-06,0.232871458,0.647849441
R000582,Phil Roe,M,Republican,1945,4,TN-01,0.360277563,1.126808882
R000583,Thomas J. Rooney,M,Republican,1970,4,FL-17,0.439855903,1.425968885
