Bioguide_ID,Name,Gender,Party,Born,Number_of_House_Terms,District,TBIP_Floor_Speeches,Standardized_Speech_Ideal_Point
N000188,Donald Norcross,M,Democrat,1958,4,NJ-01,-0.186949074,-0.763424218
N000189,Dan Newhouse,M,Republican,1955,3,WA-04,0.19842535257339478,0.6366132497787476
N000190,Ralph Norman,M,Republican,1953,2,SC-05,0.4320427179336548,1.4853283166885376
N000191,Joe Neguse,M,Democrat,1984,1,CO-02,-0.094385944,-0.427148998
O000168,Pete Olson,M,Republican,1962,6,TX-22,0.46672231,1.6113166809082031
O000171,Tom O'Halleran,M,Democrat,1946,2,AZ-01,0.096994758,0.26812320947647095
O000172,Alexandria Ocasio-Cortez,F,Democrat,1989,1,NY-14,-0.221981332,-0.890693843
O000173,Ilhan Omar,F,Democrat,1981,1,MN-05,-0.291143119,-1.141953588
P000034,Frank Pallone,M,Democrat,1951,17,NJ-06,-0.331336975,-1.287974954
P000096,Bill Pascrell,M,Democrat,1937,12,NJ-09,-0.124289535,-0.535786569
P000197,Nancy Pelosi,F,Democrat,1940,17,CA-12,-0.298916578,-1.17019403
P000523,David Price,M,Democrat,1940,16,NC-04,-0.338933557,-1.315572739
P000593,Ed Perlmutter,M,Democrat,1953,7,CO-07,-0.183393553,-0.750507236
P000597,Chellie Pingree,F,Democrat,1955,6,ME-01,-0.14848879,-0.623700738
P000599,Bill Posey,M,Republican,1947,6,FL-08,0.2809855043888092,0.9365483522415161
P000601,Steven Palazzo,M,Republican,1970,5,MS-04,0.4205308258533478,1.4435063600540161
P000604,Donald Payne Jr.,M,Democrat,1958,5,NJ-10,0.040055718,0.061267808
P000605,Scott Perry,M,Republican,1962,4,PA-10,0.22051648795604706,0.7168686985969543
P000607,Mark Pocan,M,Democrat,1964,4,WI-02,-0.14391166,-0.607072353
P000608,Scott Peters,M,Democrat,1958,4,CA-52,0.11370616406202316,0.32883456349372864
P000609,Gary Palmer,M,Republican,1954,3,AL-06,0.3556494414806366,1.2077970504760742
P000610,Stacey Plaskett,F,Democrat,1966,3,VI-AL,-0.236775205,-0.944438934
P000613,Jimmy Panetta,M,Democrat,1969,2,CA-20,-0.070255421,-0.339484572
P000614,Chris Pappas,M,Democrat,1980,1,NH-01,-0.066104144,-0.324403316
P000615,Greg Pence,M,Republican,1956,1,IN-06,0.6311609148979187,2.208710193634033
P000616,Dean Phillips,M,Democrat,1969,1,MN-03,-0.284025252,-1.116094828
P000617,Ayanna Pressley,F,Democrat,1974,1,MA-07,-0.426506132,-1.633717656
P000618,Katie Porter,F,Democrat,1974,1,CA-45,-0.138251215,-0.586508393
