Bioguide_ID,Name,Gender,Party,Born,Number_of_House_Terms,District,TBIP_Floor_Speeches,Standardized_Speech_Ideal_Point
L000604,Greg Lopez,M,Republican,1964,1,CO-04,0.06196383,0.28360864520072937
L000605,Erica Lee Carter,F,Democrat,1980,1,TX-18,-0.46385169,-1.479108572
M000194,Nancy Mace,F,Republican,1977,2,SC-01,0.256712407,0.9364739060401917
M000312,Jim McGovern (Massachusetts),M,Democrat,1959,14,MA-02,-0.324866354,-1.01318121
M000317,Nicole Malliotakis,F,Republican,1980,2,NY-11,0.20360343158245087,0.7584340572357178
M000687,Kweisi Mfume,M,Democrat,1948,8,MD-07,-0.047191352,-0.082317673
M000871,Tracey Mann,M,Republican,1976,2,KS-01,0.2701711654663086,0.9815924167633057
M001135,Kathy Manning,F,Democrat,1956,2,NC-06,-0.227755547,-0.687631905
M001136,Lisa McClain,F,Republican,1966,2,MI-09,0.2690047323703766,0.9776821136474609
M001137,Gregory Meeks,M,Democrat,1953,14,NY-05,-0.120826699,-0.329169095
M001143,Betty McCollum,F,Democrat,1954,12,MN-04,-0.381286293,-1.202320576
M001156,Patrick T. McHenry,M,Republican,1975,10,NC-10,0.236973837,0.8703032732009888
M001157,Michael McCaul,M,Republican,1962,10,TX-10,0.3295856714248657,1.1807705163955688
M001159,Cathy McMorris Rodgers,F,Republican,1969,10,WA-05,0.31948646903038025,1.1469144821166992
M001160,Gwen Moore,F,Democrat,1951,10,WI-04,-0.382978588,-1.207993746
M001165,Kevin McCarthy (California),M,Republican,1965,9,CA-20,0.23567718267440796,0.8659564852714539
M001177,Tom McClintock,M,Republican,1956,8,CA-05,0.19403639435768127,0.7263619899749756
M001184,Thomas Massie,M,Republican,1971,7,KY-04,0.2599908113479614,0.9474642872810364
M001188,Grace Meng,F,Democrat,1975,6,NY-06,-0.558749557,-1.797239542
M001194,John Moolenaar,M,Republican,1961,5,MI-02,0.3805244266986847,1.3515350818634033
M001195,Alexander Mooney,M,Republican,1971,5,WV-02,0.15544135868549347,0.596977949
M001196,Seth Moulton,M,Democrat,1978,5,MA-06,-0.071602143,-0.164151177
M001199,Brian Mast,M,Republican,1980,4,FL-21,0.29452699422836304,1.0632416009902954
M001204,Dan Meuser,M,Republican,1964,3,PA-09,0.25904837250709534,0.944304883
M001205,Carol Miller (West Virginia),F,Republican,1950,3,WV-01,0.3829955756664276,1.3598191738128662
M001206,Joseph Morelle,M,Democrat,1957,4,NY-25,-0.117274374,-0.317260444
M001208,Lucy McBath,F,Democrat,1960,3,GA-07,-0.397266656,-1.255892396
M001210,Gregory Murphy,M,Republican,1963,3,NC-03,0.2781871557235718,1.0084648132324219
M001211,Mary Miller (Illinois),F,Republican,1959,2,IL-15,0.3944266736507416,1.398140311
M001212,Barry Moore (Alabama),M,Republican,1966,2,AL-02,0.1305653303861618,0.5135847926139832
M001213,Blake Moore,M,Republican,1980,2,UT-01,0.23173624277114868,0.8527451157569885
M001214,Frank J. Mrvan,M,Democrat,1969,2,IN-01,-0.293553114,-0.908208311
M001215,Mariannette Miller-Meeks,F,Republican,1955,2,IA-01,0.2558584213256836,0.9336110949516296
M001216,Cory Mills,M,Republican,1980,1,FL-07,0.24930906295776367,0.9116553068161011
M001217,Jared Moskowitz,M,Democrat,1980,1,FL-23,-0.210833594,-0.630903661
M001218,Rich McCormick,M,Republican,1968,1,GA-06,0.24227935075759888,0.8880892992019653
M001219,James Moylan,M,Republican,1962,1,GU-AL,0.13685645163059235,0.5346748232841492
M001220,Morgan McGarvey,M,Democrat,1979,1,KY-03,-0.391349345,-1.236055493
M001221,Marcus Molinaro,M,Republican,1975,1,NY-19,0.12521332502365112,0.4956430196762085
M001222,Max Miller (politician),M,Republican,1988,1,OH-07,0.1864829808473587,0.7010403275489807
M001223,Seth Magaziner,M,Democrat,1983,1,RI-02,-0.308129668,-0.957074046
M001224,Nathaniel Moran,M,Republican,1974,1,TX-01,0.2730807065963745,0.9913461804389954
M001226,Rob Menendez (New Jersey),M,Democrat,1985,1,NJ-08,-0.321279883,-1.001158118
M001227,Jennifer McClellan,F,Democrat,1972,1,VA-04,-0.501811028,-1.606361628
M001228,Celeste Maloy,F,Republican,1981,1,UT-02,0.2206774652004242,0.8156721591949463
N000002,Jerrold Nadler,M,Democrat,1947,17,NY-12,-0.270988196,-0.832562864
N000015,Richard Neal,M,Democrat,1949,18,MA-01,-0.202520162,-0.603034139
N000026,Troy Nehls,M,Republican,1968,2,TX-22,0.2409214973449707,0.8835372924804688
N000147,Eleanor Holmes Norton,F,Democrat,1937,17,DC-AL,-0.576331258,-1.856179476
N000179,Grace Napolitano,F,Democrat,1936,13,CA-31,-0.151434168,-0.431776017
N000188,Donald Norcross,M,Democrat,1958,6,NJ-01,-0.187487498,-0.552639365
N000189,Dan Newhouse,M,Republican,1955,5,WA-04,0.3193824887275696,1.1465659141540527
N000190,Ralph Norman,M,Republican,1953,4,SC-05,0.2515797019004822,0.9192672967910767
N000191,Joe Neguse,M,Democrat,1984,3,CO-02,-0.329706669,-1.02940762
N000193,Zach Nunn,M,Republican,1979,1,IA-03,0.28135916590690613,1.0190985202789307
N000194,Wiley Nickel,M,Democrat,1975,1,NC-13,-0.248195589,-0.75615412
O000019,Jay Obernolte,M,Republican,1970,2,CA-23,0.1952318549156189,0.7303695678710938
O000086,Burgess Owens,M,Republican,1951,2,UT-04,0.20673029124736786,0.7689163684844971
O000172,Alexandria Ocasio-Cortez,F,Democrat,1989,3,NY-14,-0.219921112,-0.661368191
O000173,Ilhan Omar,F,Democrat,1981,3,MN-05,-0.26239565,-0.803757668
O000175,Andy Ogles,M,Republican,1971,1,TN-05,0.16864633560180664,0.6412456631660461
P000034,Frank Pallone,M,Democrat,1951,19,NJ-06,-0.267289191,-0.820162535
P000048,August Pfluger,M,Republican,1978,2,TX-11,0.2422153502702713,0.8878746628761292
P000096,Bill Pascrell,M,Democrat,1937,14,NJ-09,-0.333779097,-1.043059826
P000197,Nancy Pelosi,F,Democrat,1940,19,CA-11,-0.371888638,-1.170816302
