Bioguide_ID,Name,Gender,Party,Born,Number_of_Senate_Terms,TBIP_Floor_Speeches,Standardized_Speech_Ideal_Point
C001098,Ted Cruz,M,Republican,1970,2,0.21406422555446625,0.8000657023252532
C001113,Catherine Cortez Masto,F,Democrat,1964,1,-0.148172706,-0.701816504
D000563,Dick Durbin,M,Democrat,1944,4,-0.272599608,-1.217706886
D000618,Steve Daines,M,Republican,1962,1,0.2115928828716278,0.7898191888552945
D000622,Tammy Duckworth,F,Democrat,1968,1,-0.074542969,-0.396537882
E000295,Joni Ernst,F,Republican,1970,1,0.5349013805389404,2.130298960966604
F000062,Dianne Feinstein,F,Democrat,1933,6,-0.202890083,-0.928681982
F000463,Deb Fischer,F,Republican,1951,2,0.23526513576507568,0.8879674787793749
G000359,Lindsey Graham,M,Republican,1955,3,0.10884960740804672,0.36383198631318514
G000386,Chuck Grassley,M,Republican,1933,7,0.083626769,0.2592547658640068
G000555,Kirsten Gillibrand,F,Democrat,1966,3,0.048183668,0.11230298328138824
H000273,John Hickenlooper,M,Democrat,1952,0,-0.106755726,-0.530096229
H000601,Bill Hagerty,M,Republican,1959,0,0.20310921967029572,0.7546447996980604
H001042,Mazie K. Hirono,F,Democrat,1947,2,-0.248639137,-1.118363605
H001046,Martin Heinrich,M,Democrat,1971,2,-0.164871275,-0.771050979
H001061,John Hoeven,M,Republican,1957,2,0.40751251578330994,1.6021278871185483
H001076,Maggie Hassan,F,Democrat,1958,1,-0.061296914,-0.341617984
H001079,Cindy Hyde-Smith,F,Republican,1959,2,0.27753371000289917,1.0632185753963632
H001089,Josh Hawley,M,Republican,1979,1,0.17788445949554443,0.6500596093471184
H001097,George Helmy,M,Democrat,1979,1,-0.212234914,-0.967426887
J000293,Ron Johnson (Wisconsin),M,Republican,1955,2,0.20773988962173462,0.7738441694826892
K000367,Amy Klobuchar,F,Democrat,1960,3,-0.164294839,-0.768660997
K000377,Mark Kelly,M,Democrat,1964,1,-0.159099683,-0.747121195
K000383,Angus King,M,Independent,1944,2,-0.157583103,-0.740833251
K000384,Tim Kaine,M,Democrat,1958,2,0.006886134,-0.058922054
K000393,John Neely Kennedy,M,Republican,1951,1,0.17764614522457123,0.6490715268749596
L000571,Cynthia Lummis,F,Republican,1954,0,0.2282291203737259,0.858795229
L000575,James Lankford,M,Republican,1968,2,0.23535825312137604,0.8883535556485377
L000577,Mike Lee,M,Republican,1971,2,0.11626657098531723,0.3945836978133516
M000133,Ed Markey,M,Democrat,1946,2,-0.219563782,-0.997813343
M000355,Mitch McConnell,M,Republican,1942,6,0.3186025321483612,1.233495341233424
M000639,Bob Menendez,M,Democrat,1954,4,-0.609962881,-2.616459615
M000934,Jerry Moran,M,Republican,1954,2,0.16747799515724182,0.6069130324852672
M001111,Patty Murray,F,Democrat,1950,5,-0.194678456,-0.894635489
M001153,Lisa Murkowski,F,Republican,1957,4,0.10164128243923187,0.33394531806531214
M001169,Chris Murphy (Connecticut),M,Democrat,1973,2,-0.130051211,-0.626682387
M001176,Jeff Merkley,M,Democrat,1956,2,-0.278768599,-1.24328434
M001183,Joe Manchin III,M,Democrat,1947,3,0.013771506026387215,-0.030374391
M001198,Roger Marshall,M,Republican,1960,0,0.25802958,0.9823518744766778
O000174,Jon Ossoff,M,Democrat,1987,0,0.06560377,0.18452902870879073
P000145,Alex Padilla,M,Democrat,1973,2,-0.369542718,-1.619645837
P000595,Gary Peters,M,Democrat,1958,1,-0.173218787,-0.805660865
P000603,Rand Paul,M,Republican,1963,2,0.2777121365070343,1.063958355
R000122,Jack Reed,M,Democrat,1949,4,-0.159585476,-0.749135356
R000584,Jim Risch,M,Republican,1943,2,0.067980804,0.1943845227348494
R000595,Marco Rubio,M,Republican,1971,3,0.5766791105270386,2.303514952435533
R000605,Mike Rounds,M,Republican,1954,1,0.5928477644920349,2.370552329240418
R000608,Jacky Rosen,F,Democrat,1957,1,-0.136446178,-0.653196767
R000615,Mitt Romney,M,Republican,1947,1,-0.041441828,-0.259296173
R000618,Pete Ricketts,M,Republican,1964,1,0.24476327002048492,0.9273479990380011
S000033,Bernie Sanders,M,Independent,1941,3,-0.392772317,-1.715958825
S000148,Chuck Schumer,M,Democrat,1950,4,-0.510993242,-2.20611841
S000770,Debbie Stabenow,F,Democrat,1950,4,-0.173965096,-0.808755164
S001181,Jeanne Shaheen,F,Democrat,1947,2,-0.157658473,-0.741145746
S001184,Tim Scott,M,Republican,1965,3,0.20607154071331024,0.7669269743557361
S001191,Kyrsten Sinema,F,Democrat,1976,1,0.079885118,0.24374138297185982
S001194,Brian E. Schatz,M,Democrat,1972,3,-0.269742459,-1.20586077
S001198,Daniel S. Sullivan,M,Republican,1964,1,0.2719529867172241,1.0400801588927062
S001203,Tina Smith,F,Democrat,1958,2,-0.365320206,-1.602138743
S001217,Rick Scott,M,Republican,1952,1,0.21858426928520203,0.818806401
S001227,Eric Schmitt,M,Republican,1975,0,0.22435609996318817,0.8427371741904871
T000250,John Thune,M,Republican,1961,3,0.49251869320869446,1.9545747363828927
T000278,Tommy Tuberville,M,Republican,1954,0,0.23473933339118958,0.8857874326271463
T000464,Jon Tester,M,Democrat,1956,3,0.07517527,0.22421373355140198
T000476,Thom Tillis (North Carolina),M,Republican,1960,1,0.18429993093013763,0.6766590020283444
V000128,Chris Van Hollen,M,Democrat,1959,1,-0.248602375,-1.118211189
V000137,J.D. Vance,M,Republican,1984,1,0.078280091,0.23708673123673055
W000437,Roger Wicker,M,Republican,1951,3,0.2423122227191925,0.917185633
W000779,Ron Wyden,M,Democrat,1949,5,-0.171664938,-0.799218404
W000790,Raphael Warnock,M,Democrat,1969,1,-0.160493463,-0.752899991
W000800,Peter Welch,M,Democrat,1947,0,-0.116227269,-0.569366499
W000802,Sheldon Whitehouse,M,Democrat,1955,3,-0.20908694,-0.954374969
W000805,Mark Warner,M,Democrat,1954,2,-0.045541558,-0.276294197
W000817,Elizabeth Warren,F,Democrat,1949,2,-0.201567411,-0.92319801
Y000064,Todd Young,M,Republican,1972,1,0.2531569004058838,0.9621491
